"congress","chamber","num_results","offset","members__id","members__title","members__short_title","members__api_uri","members__first_name","members__middle_name","members__last_name","members__suffix","members__date_of_birth","members__gender","members__party","members__leadership_role","members__twitter_account","members__facebook_account","members__youtube_account","members__govtrack_id","members__cspan_id","members__votesmart_id","members__icpsr_id","members__crp_id","members__google_entity_id","members__fec_candidate_id","members__url","members__rss_url","members__contact_form","members__in_office","members__cook_pvi","members__dw_nominate","members__ideal_point","members__seniority","members__next_election","members__total_votes","members__missed_votes","members__total_present","members__last_updated","members__ocd_id","members__office","members__phone","members__fax","members__state","members__district","members__at_large","members__geoid","members__missed_votes_pct","members__votes_with_party_pct","members__votes_against_party_pct"
"","","","","D000399","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000399.json","Lloyd","null","Doggett","null","1946-10-06","M","D","null","RepLloydDoggett","lloyddoggett","doggett","400111","36810","21689","29571","N00006023","/m/03flzn","H4TX10028","https://doggett.house.gov","https://doggett.house.gov/rss.xml","null","True","D+15","-0.402","null","26","2020","928","37","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:tx/cd:35","2307 Rayburn House Office Building","202-225-4865","null","TX","35","False","4835","3.99","97.86","2.02"
"","","","","D000482","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000482.json","Mike","null","Doyle","null","1953-08-05","M","D","null","USRepMikeDoyle","usrepmikedoyle","CongressmanDoyle","400114","36774","21853","29561","N00001373","/m/03tqjg","H4PA18131","https://doyle.house.gov","https://doyle.house.gov/rss.xml","null","True","D+13","-0.33","null","26","2020","928","30","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:pa/cd:18","306 Cannon House Office Building","202-225-2135","null","PA","18","False","4218","3.23","98.66","1.23"
"","","","","D000614","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000614.json","Sean","null","Duffy","null","1971-10-03","M","R","","RepSeanDuffy","RepSeanDuffy","RepSeanDuffy","412488","623570","126238","21189","N00030967","/m/026m6hd","H0WI07051","https://duffy.house.gov","https://duffy.house.gov/rss.xml","null","False","R+8","0.511","null","10","2020","540","37","0","2020-11-20 13:02:52 -0500","ocd-division/country:us/state:wi/cd:7","1714 Longworth House Office Building","202-225-3365","null","WI","7","False","5507","6.85","91.40","8.40"
"","","","","D000615","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000615.json","Jeffrey","null","Duncan","null","1966-01-07","M","R","null","RepJeffDuncan","RepJeffDuncan","congjeffduncan","412472","62713","47967","21174","N00030752","/m/0ddgp1k","H0SC03077","https://jeffduncan.house.gov","https://jeffduncan.house.gov/rss.xml","null","True","R+19","0.731","null","10","2020","928","24","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:sc/cd:3","2229 Rayburn House Office Building","202-225-5301","null","SC","3","False","4503","2.59","90.51","9.38"
"","","","","D000628","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000628.json","Neal","null","Dunn","null","1953-02-16","M","R","null","drnealdunnfl2","drnealdunnfl2","null","412691","104529","166297","21714","N00037442","/g/11c2ld4vv7","H6FL02208","https://dunn.house.gov","https://dunn.house.gov/?a=RSS.Feed","null","True","R+18","0.534","null","4","2020","928","49","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:fl/cd:2","316 Cannon House Office Building","202-225-5235","null","FL","2","False","1202","5.28","93.36","6.53"
"","","","","E000294","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000294.json","Tom","null","Emmer","null","1961-03-03","M","R","null","RepTomEmmer","reptomemmer","RepTomEmmer","412639","75567","38894","21531","N00035440","/m/06w2w3l","H4MN06087","https://emmer.house.gov","null","null","True","R+12","0.458","null","6","2020","928","85","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:mn/cd:6","315 Cannon House Office Building","202-225-2331","null","MN","6","False","2706","9.16","93.90","5.98"
"","","","","E000179","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000179.json","Eliot","L.","Engel","null","1947-02-18","M","D","null","RepEliotEngel","RepEliotLEngel","engel2161","400122","6109","26972","15603","N00001003","/m/03tt1r","H8NY19058","https://engel.house.gov","https://engel.house.gov/rss/latest-news.xml","null","True","D+24","-0.408","null","32","2020","928","14","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ny/cd:16","2426 Rayburn House Office Building","202-225-2464","null","NY","16","False","3616","1.51","98.46","1.43"
"","","","","E000299","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000299.json","Veronica","null","Escobar","null","1969-09-15","F","D","null","RepEscobar","null","null","412825","null","99345","null","N00041702","/g/11ghdw9g9p","H8TX16109","https://escobar.house.gov","null","null","True","D+17","null","null","2","2020","928","12","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:tx/cd:16","1505 Longworth House Office Building","202-225-4831","null","TX","16","False","4816","1.29","98.80","1.09"
"","","","","E000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000215.json","Anna","G.","Eshoo","null","1942-12-13","F","D","null","RepAnnaEshoo","RepAnnaEshoo","RepAnnaEshoo","400124","26130","26741","29312","N00007335","/m/024t6x","H8CA12098","https://eshoo.house.gov","null","null","True","D+23","-0.381","null","28","2020","928","23","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ca/cd:18","202 Cannon House Office Building","202-225-8104","null","CA","18","False","0618","2.48","99.34","0.55"
"","","","","E000297","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000297.json","Adriano","null","Espaillat","null","1954-09-27","M","D","null","RepEspaillat","RepEspaillat","null","412718","68413","14379","21715","N00034549","/m/06nfs2","H2NY13096","https://espaillat.house.gov","https://espaillat.house.gov/rss.xml","null","True","D+43","-0.615","null","4","2020","928","2","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ny/cd:13","1630 Longworth House Office Building","202-225-4365","null","NY","13","False","3613","0.22","98.05","1.84"
"","","","","E000298","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000298.json","Ron","null","Estes","null","1956-07-19","M","R","null","RepRonEstes","RepRonEstes","null","412735","107963","125031","21750","N00040712","/m/0gfgsrm","H8KS04112","https://estes.house.gov","","null","True","R+15","0.605","null","4","2020","928","15","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ks/cd:4","1524 Longworth House Office Building","202-225-6216","null","KS","4","False","2004","1.62","94.03","5.86"
"","","","","E000296","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000296.json","Dwight","null","Evans","null","1954-05-16","M","D","null","RepDwightEvans","RepDwightEvans","null","412677","56729","9128","21566","N00038450","/m/03y8h6m","H6PA02171","https://evans.house.gov","","null","True","D+41","-0.457","null","6","2020","928","17","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:pa/cd:3","1105 Longworth House Office Building","202-225-4001","null","PA","3","False","4203","1.83","99.12","0.77"
"","","","","F000465","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000465.json","A.","Drew","Ferguson","null","1966-11-15","M","R","null","RepDrewFerguson","RepDrewFerguson","null","412700","104731","168132","21717","N00039090","/g/11c0xj334k","H6GA03113","https://ferguson.house.gov","null","null","True","R+18","0.624","null","4","2020","928","18","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ga/cd:3","1032 Longworth House Office Building","202-225-5901","null","GA","3","False","1303","1.94","92.81","7.08"
"","","","","F000467","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000467.json","Abby","null","Finkenauer","null","1988-12-27","F","D","","RepFinkenauer","null","null","412771","null","151127","null","N00040888","/g/11cmg58r7d","H8IA01094","https://finkenauer.house.gov","null","null","True","D+1","null","null","2","2020","928","2","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ia/cd:1","124 Cannon House Office Building","202-225-2911","null","IA","1","False","1901","0.22","94.59","5.30"
"","","","","F000466","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000466.json","Brian","null","Fitzpatrick","null","1973-12-17","M","R","null","repbrianfitz","repbrianfitzpatrick","null","412721","103537","167708","21718","N00038779","/g/11c2l6lhlm","H6PA08277","https://fitzpatrick.house.gov","https://fitzpatrick.house.gov/rss.xml","null","True","R+1","0.171","null","4","2020","928","9","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:pa/cd:1","1722 Longworth House Office Building","202-225-4276","null","PA","1","False","4201","0.97","68.94","30.95"
"","","","","F000459","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000459.json","Chuck","null","Fleischmann","null","1962-10-11","M","R","null","RepChuck","repchuck","repchuck","412476","95146","123456","21178","N00030815","/m/0ddd54f","H0TN03254","https://fleischmann.house.gov","https://fleischmann.house.gov/rss.xml","null","True","R+18","0.455","null","10","2020","928","0","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tn/cd:3","2410 Rayburn House Office Building","202-225-3271","null","TN","3","False","4703","0.00","94.35","5.54"
"","","","","F000468","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000468.json","Lizzie","null","Fletcher","null","1975-02-13","F","D","null","RepFletcher","null","null","412824","null","177031","null","N00041194","/g/11gzqssv7p","H8TX07140","https://fletcher.house.gov","null","null","True","R+7","null","null","2","2020","928","8","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:tx/cd:7","1429 Longworth House Office Building","202-225-2571","null","TX","7","False","4807","0.86","96.08","3.81"
"","","","","F000461","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000461.json","Bill","null","Flores","null","1954-02-25","M","R","","RepBillFlores","RepBillFlores","RepBillFlores","412480","623540","116906","21182","N00031545","/m/0bs1ntq","H0TX17104","https://flores.house.gov","https://flores.house.gov/news/rss.aspx","null","True","R+12","0.574","null","10","2020","928","41","1","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:tx/cd:17","2228 Rayburn House Office Building","202-225-6105","null","TX","17","False","4817","4.42","95.68","4.21"
"","","","","F000449","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000449.json","Jeff","null","Fortenberry","null","1960-12-27","M","R","null","JeffFortenberry","jefffortenberry","JeffFortenberry","400640","1013049","41929","20518","N00026631","/m/04fcch","H4NE01064","https://fortenberry.house.gov","https://fortenberry.house.gov/rss.xml","null","True","R+11","0.301","null","16","2020","928","25","1","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:ne/cd:1","1514 Longworth House Office Building","202-225-4806","null","NE","1","False","3101","2.69","85.36","14.53"
"","","","","F000454","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000454.json","Bill","null","Foster","null","1955-10-07","M","D","null","RepBillFoster","CongressmanBillFoster","RepBillFoster","412257","1027346","101632","20749","N00029139","/m/02rq8nc","H8IL14067","https://foster.house.gov","https://foster.house.gov/rss.xml","null","True","D+9","-0.228","null","8","2020","928","14","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:il/cd:11","2366 Rayburn House Office Building","202-225-3515","null","IL","11","False","1711","1.51","99.23","0.66"
"","","","","F000450","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000450.json","Virginia","null","Foxx","null","1943-06-29","F","R","null","VirginiaFoxx","RepVirginiaFoxx","repvirginiafoxx","400643","1013052","6051","20521","N00026166","/m/02b5dz","H4NC05146","https://foxx.house.gov","https://foxx.house.gov/news/rss.aspx","null","True","R+10","0.63","null","14","2020","928","12","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:nc/cd:5","2462 Rayburn House Office Building","202-225-2071","null","NC","5","False","3705","1.29","94.49","5.40"
"","","","","F000462","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000462.json","Lois","null","Frankel","null","1948-05-16","F","D","null","RepLoisFrankel","RepLoisFrankel","reploisfrankel","412529","623714","8102","21321","N00002893","/m/0gjdw8_","H2FL14053","https://frankel.house.gov","null","null","True","D+9","-0.399","null","8","2020","928","46","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:fl/cd:21","2305 Rayburn House Office Building","202-225-9890","null","FL","21","False","1221","4.96","98.98","0.91"
"","","","","F000455","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000455.json","Marcia","L.","Fudge","null","1952-10-29","F","D","null","RepMarciaFudge","RepMarciaLFudge","marcialfudge","412327","1030928","110640","20941","N00030490","/m/04n11v9","H8OH11141","https://fudge.house.gov","https://fudge.house.gov/common/rss/index.cfm?rss=25","null","True","D+32","-0.582","null","14","2020","928","70","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:oh/cd:11","2344 Rayburn House Office Building","202-225-7032","null","OH","11","False","3911","7.54","97.90","1.99"
"","","","","F000469","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000469.json","Russ","null","Fulcher","null","1973-07-19","M","R","null","RepRussFulcher","null","null","412773","null","33091","null","N00041335","/m/05h4vgh","H8ID01124","https://fulcher.house.gov","null","null","True","R+21","null","null","2","2020","928","14","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:id/cd:1","1520 Longworth House Office Building","202-225-6611","null","ID","1","False","1601","1.51","94.16","5.73"
"","","","","G000571","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000571.json","Tulsi","null","Gabbard","null","1981-04-12","F","D","","TulsiPress","RepTulsiGabbard","tulsipress","412532","1025291","129306","21324","N00033281","/m/0cnyrfq","H2HI02508","https://gabbard.house.gov","https://gabbard.house.gov/rss.xml","null","True","D+19","-0.278","null","8","2020","928","341","2","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:hi/cd:2","1433 Longworth House Office Building","202-225-4906","null","HI","2","False","1502","36.75","97.61","2.22"
"","","","","G000578","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000578.json","Matt","null","Gaetz","null","1982-05-07","M","R","null","RepMattGaetz","CongressmanMattGaetz","null","412690","104528","117101","21719","N00039503","/m/0s8w2_s","H6FL01119","https://gaetz.house.gov","https://gaetz.house.gov/rss.xml","null","True","R+22","0.623","null","4","2020","928","109","2","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:fl/cd:1","1721 Longworth House Office Building","202-225-4136","null","FL","1","False","1201","11.75","84.75","15.13"
"","","","","G000579","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000579.json","Mike","null","Gallagher","null","1984-03-03","M","R","null","RepGallagher","RepMikeGallagher","null","412731","104067","171843","21720","N00039330","/g/11c5qns1cc","H6WI08155","https://gallagher.house.gov","https://gallagher.house.gov/rss.xml","null","True","R+7","0.44","null","4","2020","928","35","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:wi/cd:8","1230 Longworth House Office Building","202-225-5665","null","WI","8","False","5508","3.77","91.30","8.59"
"","","","","G000574","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000574.json","Ruben","null","Gallego","null","1979-11-20","M","D","null","RepRubenGallego","RepRubenGallego","null","412612","77233","123732","21502","N00036097","/m/0wy0mz5","H4AZ07043","https://rubengallego.house.gov","https://rubengallego.house.gov/rss.xml","null","True","D+23","-0.449","null","6","2020","928","23","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:az/cd:7","1131 Longworth House Office Building","202-225-4065","null","AZ","7","False","0407","2.48","98.78","1.11"
"","","","","G000559","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000559.json","John","null","Garamendi","null","1945-01-24","M","D","null","RepGaramendi","repgaramendi","garamendiCA10","412382","18413","29664","20958","N00030856","/m/05fvls","H0CA10149","https://garamendi.house.gov","https://garamendi.house.gov/rss.xml","null","True","D+5","-0.309","null","12","2020","928","17","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ca/cd:3","2368 Rayburn House Office Building","202-225-1880","null","CA","3","False","0603","1.83","98.90","0.99"
"","","","","G000587","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000587.json","Sylvia","null","Garcia","null","1950-09-06","F","D","null","RepSylviaGarcia","null","null","412827","null","49734","null","N00042282","/m/0ryt4bt","H8TX29052","https://sylviagarcia.house.gov","null","null","True","D+19","null","null","2","2020","928","0","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:tx/cd:29","1620 Longworth House Office Building","202-225-1688","null","TX","29","False","4829","0.00","98.06","1.84"
"","","","","G000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000586.json","Jesús","null","García","null","1956-04-12","M","D","null","RepChuyGarcia","null","null","412774","null","6261","null","N00042114","/m/012c8r5x","H8IL04134","https://chuygarcia.house.gov","null","null","True","D+33","null","null","2","2020","928","7","1","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:il/cd:4","530 Cannon House Office Building","202-225-8203","null","IL","4","False","1704","0.75","97.61","2.29"
"","","","","G000061","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000061.json","Mike","null","Garcia","null","1976-04-24","M","R","null","RepMikeGarcia","null","null","456792","null","null","null","N00044298","null","H0CA25105","https://mikegarcia.house.gov/","null","null","True","null","null","null","2","2020","118","0","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ca/cd:25","1130 Longworth House Office Building","202-225-1956","null","CA","25","False","0625","0.00","96.58","3.42"
"","","","","G000584","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000584.json","Greg","null","Gianforte","null","1961-04-17","M","R","","null","RepGianforte","null","412736","104895","168594","21751","N00040733","/m/030pb5p","H8MT01182","https://gianforte.house.gov","https://gianforte.house.gov/rss.xml","null","True","R+11","0.434","null","4","2020","928","98","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:mt/cd:1","1222 Longworth House Office Building","202-225-3211","null","MT","At-Large","True","3000","10.56","94.17","5.70"
"","","","","G000563","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000563.json","Bob","null","Gibbs","null","1954-06-14","M","R","null","RepBobGibbs","RepBobGibbs","RepBobGibbs","412463","1033844","45466","21165","N00031128","/m/07qwv4","H0OH18077","https://gibbs.house.gov","https://gibbs.house.gov/rss.xml","null","True","R+12","0.472","null","10","2020","928","32","1","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:oh/cd:7","2446 Rayburn House Office Building","202-225-6265","null","OH","7","False","3907","3.45","96.18","3.71"
"","","","","G000552","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000552.json","Louie","null","Gohmert","null","1953-08-18","M","R","null","RepLouieGohmert","50375006903","GohmertTX01","400651","1011394","50029","20527","N00026148","/m/0490h9","H4TX04039","https://gohmert.house.gov","https://gohmert.house.gov/news/rss.aspx","null","True","R+25","0.625","null","16","2020","928","79","3","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:tx/cd:1","2267 Rayburn House Office Building","202-225-3035","null","TX","1","False","4801","8.51","86.24","13.64"
"","","","","G000592","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000592.json","Jared","null","Golden","null","1982-07-25","M","D","null","repgolden","null","null","412842","null","151420","null","N00041668","/g/11f1224576","H8ME02185","https://golden.house.gov","null","null","True","R+2","null","null","2","2020","928","1","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:me/cd:2","1223 Longworth House Office Building","202-225-6306","null","ME","2","False","2302","0.11","88.86","11.03"
"","","","","G000585","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000585.json","Jimmy","null","Gomez","null","1974-11-25","M","D","null","RepJimmyGomez","RepJimmyGomez","null","412739","108883","138524","21754","N00040597","/m/0n_73h1","H8CA34266","https://gomez.house.gov","null","null","True","D+35","-0.595","null","4","2020","928","12","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:34","1530 Longworth House Office Building","202-225-6235","null","CA","34","False","0634","1.29","98.03","1.86"
"","","","","G000588","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000588.json","Anthony","null","Gonzalez","null","1984-09-19","M","R","null","RepAGonzalez","null","null","412807","null","null","null","N00041690","/m/0gznlq","H8OH16124","https://anthonygonzalez.house.gov","null","null","True","R+8","null","null","2","2020","928","4","4","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:oh/cd:16","1023 Longworth House Office Building","202-225-3876","null","OH","16","False","3916","0.43","89.09","10.80"
"","","","","G000581","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000581.json","Vicente","null","Gonzalez","null","1967-09-04","M","D","null","RepGonzalez","USCongressmanVicenteGonzalez","null","412725","103568","166483","21722","N00038809","/g/11c266m1z7","H6TX15162","https://gonzalez.house.gov","https://gonzalez.house.gov/rss.xml","null","True","D+7","-0.38","null","4","2020","928","52","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:tx/cd:15","113 Cannon House Office Building","202-225-2531","null","TX","15","False","4815","5.60","97.14","2.74"
"","","","","G000582","Resident Commissioner","R.C.","https://api.propublica.org/congress/v1/members/G000582.json","Jenniffer","null","González-Colón","null","1976-08-05","F","R","null","repjenniffer","RepJennifferGonzalezColon","null","412723","67353","null","null","N00037615","/m/027s3vf","","https://gonzalez-colon.house.gov","https://gonzalez-colon.house.gov/rss.xml","null","True","null","null","null","4","2020","316","95","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:pr/cd:80","1609 Longworth House Office Building","202-225-2615","null","PR","At-Large","True","7298","30.06","76.36","23.64"
"","","","","G000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000589.json","Lance","null","Gooden","null","1982-12-01","M","R","null","RepLanceGooden","null","null","412822","null","177282","null","N00042237","/m/0jkx4bp","H8TX05144","https://gooden.house.gov","null","null","True","R+16","null","null","2","2020","928","20","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tx/cd:5","425 Cannon House Office Building","202-225-3484","null","TX","5","False","4805","2.16","92.01","7.88"
"","","","","G000565","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000565.json","Paul","null","Gosar","null","1958-11-22","M","R","null","RepGosar","repgosar","repgosar","412397","62470","123491","21103","N00030771","/m/0czdqz0","H0AZ01259","https://gosar.house.gov","null","null","True","R+21","0.678","null","10","2020","928","66","2","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:az/cd:4","2057 Rayburn House Office Building","202-225-2315","null","AZ","4","False","0404","7.11","83.02","16.86"
"","","","","G000583","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000583.json","Josh","null","Gottheimer","null","1975-03-08","M","D","null","RepJoshG","RepJoshG","null","412714","9275683","169202","21723","N00036944","/g/120x5twv","H6NJ05171","https://gottheimer.house.gov","null","null","True","R+3","-0.141","null","4","2020","928","6","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:nj/cd:5","213 Cannon House Office Building","202-225-4465","null","NJ","5","False","3405","0.65","91.86","8.03"
"","","","","G000377","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000377.json","Kay","null","Granger","null","1943-01-18","F","R","null","RepKayGranger","RepKayGranger","RepKayGranger","400157","45709","334","29762","N00008799","/m/03tndx","H6TX12060","https://kaygranger.house.gov","null","null","True","R+18","0.397","null","24","2020","928","97","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tx/cd:12","1026 Longworth House Office Building","202-225-5071","null","TX","12","False","4812","10.45","94.30","5.58"
"","","","","G000560","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000560.json","Tom","null","Graves","null","1970-02-03","M","R","","RepTomGraves","reptomgraves","CongressmanGraves","412388","11519","31969","20962","N00030788","/m/0c02hpl","H0GA09030","https://tomgraves.house.gov","https://tomgraves.house.gov/news/rss.aspx","null","False","R+27","0.716","null","12","2020","919","80","0","2020-11-20 13:02:52 -0500","ocd-division/country:us/state:ga/cd:14","2078 Rayburn House Office Building","202-225-5211","null","GA","14","False","1314","8.71","91.46","8.42"
"","","","","G000577","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000577.json","Garret","null","Graves","null","1972-01-31","M","R","null","RepGarretGraves","CongressmanGarretGraves","null","412631","9274609","155424","21523","N00036135","/m/012bxlbr","H4LA06153","https://garretgraves.house.gov","https://garretgraves.house.gov/rss.xml","null","True","R+19","0.463","null","6","2020","928","15","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:la/cd:6","2402 Rayburn House Office Building","202-225-3901","null","LA","6","False","2206","1.62","93.37","6.52"
"","","","","G000546","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000546.json","Sam","null","Graves","null","1963-11-07","M","R","null","RepSamGraves","118514606128","null","400158","89873","9425","20124","N00013323","/m/03tnfy","H0MO06073","https://graves.house.gov","https://graves.house.gov/rss.xml","null","True","R+16","0.443","null","20","2020","928","26","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:mo/cd:6","1135 Longworth House Office Building","202-225-7041","null","MO","6","False","2906","2.80","95.30","4.59"
"","","","","G000553","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000553.json","Al","null","Green","null","1947-09-01","M","D","null","RepAlGreen","repalgreen","RepAlGreen","400653","1012969","49680","20529","N00026686","/m/02kn0_","H4TX09095","https://algreen.house.gov","https://algreen.house.gov/rss.xml","null","True","D+29","-0.438","null","16","2020","928","6","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:tx/cd:9","2347 Rayburn House Office Building","202-225-7508","null","TX","9","False","4809","0.65","98.59","1.30"
"","","","","G000590","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000590.json","Mark","null","Green","null","1964-11-08","M","R","null","RepMarkGreen","null","null","412819","null","139030","null","N00041873","/m/09rx6jq","H8TN07076","https://markgreen.house.gov","null","null","True","R+20","null","null","2","2020","928","114","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tn/cd:7","533 Cannon House Office Building","202-225-2811","null","TN","7","False","4707","12.28","94.42","5.45"
"","","","","G000568","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000568.json","Morgan","null","Griffith","null","1958-03-15","M","R","null","RepMGriffith","RepMorganGriffith","RepMorganGriffith","412485","62766","5148","21191","N00032029","/m/025vdrq","H0VA09055","https://morgangriffith.house.gov","https://morgangriffith.house.gov/news/rss.aspx","null","True","D+21","0.552","null","10","2020","928","41","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:va/cd:9","2202 Rayburn House Office Building","202-225-3861","null","VA","9","False","5109","4.42","90.35","9.53"
"","","","","G000551","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000551.json","Raúl","M.","Grijalva","null","1948-02-19","M","D","null","RepraulGrijalva","Rep.Grijalva","raulgrijalvaaz07","400162","1003551","28253","20305","N00025284","/m/024s1z","H2AZ07070","https://grijalva.house.gov","https://grijalva.house.gov/common/rss/?rss=13","null","True","D+13","-0.599","null","18","2020","928","67","1","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:az/cd:3","1511 Longworth House Office Building","202-225-2435","null","AZ","3","False","0403","7.22","97.91","1.98"
"","","","","G000576","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000576.json","Glenn","null","Grothman","null","1955-07-03","M","R","null","RepGrothman","RepGrothman","null","412661","77282","3493","21559","N00036409","/m/02pnsk2","H4WI06048","https://grothman.house.gov","null","null","True","R+8","0.614","null","6","2020","928","29","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:wi/cd:6","1427 Longworth House Office Building","202-225-2476","null","WI","6","False","5506","3.13","89.90","9.99"
"","","","","G000591","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000591.json","Michael","null","Guest","null","1970-02-04","M","R","null","RepMichaelGuest","null","null","412793","null","null","null","N00042458","/g/11gtc4dxpz","H8MS03125","https://guest.house.gov","null","null","True","R+13","null","null","2","2020","928","18","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ms/cd:3","230 Cannon House Office Building","202-225-5031","null","MS","3","False","2803","1.94","96.12","3.77"
